review,sentiment,,,,,
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,positive,,,,,
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",positive,,,,,
 awww such a sweetie. hope your mom has a wonderful mother`s day too,positive,,,,,
 It`s a great movie - My best is the Welsh flatmate,positive,,,,,
" I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",negative,,,,,
 Im sad i cant go. it makes me sad,negative,,,,,
so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,positive,,,,,
 oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,negative,,,,,
 i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,positive,,,,,
feeling so great!,positive,,,,,
AHHHHHHHH!I can`t get miley to notice me......,negative,,,,,
"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",positive,,,,,
I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,positive,,,,,
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,positive,,,,,
_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,negative,,,,,
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",negative,,,,,
 HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,positive,,,,,
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",positive,,,,,
But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,positive,,,,,
Getting the FAB portraits ready to upload today,positive,,,,,
 You have DSL? Welcome to 2009!,positive,,,,,
Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,negative,,,,,
its too hot in my room. i wanna go swimming.,negative,,,,,
 http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,positive,,,,,
It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,negative,,,,,
 took my forum access away   fail.,negative,,,,,
" hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",positive,,,,,
the day goes on and on...i think im gonna write a song about it! still thinking itï¿½s impossible for me to get a true friend  why????,negative,,,,,
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",positive,,,,,
" very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",positive,,,,,
I took my antibiotics and I still feel like ****,negative,,,,,
...Nomore adventure time,negative,,,,,
"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",positive,,,,,
"Laura`s gone for the weekend, I miss her already!",negative,,,,,
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,positive,,,,,
Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,negative,,,,,
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,negative,,,,,
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",positive,,,,,
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,positive,,,,,
stupid wireless!!,negative,,,,,
" HAHAAH! Crys, you blowing the fuses is a typical move",negative,,,,,
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",negative,,,,,
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",negative,,,,,
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,negative,,,,,
" ha ha, no, will be thankful i am not dragging them up a mountain today",positive,,,,,
"Had a great time with mpix shootout, just great  thanks mpix...",positive,,,,,
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",positive,,,,,
sad ending to the softball season.,negative,,,,,
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,positive,,,,,
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,negative,,,,,
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,positive,,,,,
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,positive,,,,,
@_Freya Good Night,positive,,,,,
. very much enjoyed your 'whats in a name' article,positive,,,,,
4 hours till Mothers Day Party  Yeah!,positive,,,,,
eating my roommate`s cereal. sorry bro,negative,,,,,
 Good news about the tooth!,positive,,,,,
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",negative,,,,,
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),positive,,,,,
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,positive,,,,,
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,positive,,,,,
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,positive,,,,,
Happy Mother`s Day everyone,positive,,,,,
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",positive,,,,,
 thanks so much for the belated #followfriday shout out #payingitforward,positive,,,,,
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,positive,,,,,
" **** brah, u not happy?",negative,,,,,
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,positive,,,,,
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,positive,,,,,
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative,,,,,
" I keep trying to invite  out, but I think she`s afraid of me.",negative,,,,,
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,,,,,
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,negative,,,,,
 Which denomination? I`m at the library and everything`s blocked.,negative,,,,,
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,positive,,,,,
" Hey, sorry I got off last night!",negative,,,,,
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,positive,,,,,
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",negative,,,,,
Good episode of Top Gear tonight.,positive,,,,,
awhile ago it freaking hot! now it`s wet  turn off!,negative,,,,,
" ta babe, you know me i do love your curried",positive,,,,,
 so sad i have to pay $60,negative,,,,,
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,negative,,,,,
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive,,,,,
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,negative,,,,,
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,positive,,,,,
my msn crashes way too much  hmph,negative,,,,,
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",negative,,,,,
At social.  just saw G-1.. Awwww,positive,,,,,
hey thanks for the follow  ..,positive,,,,,
Enjoyed Star Trek... More please,positive,,,,,
"I can`t sleep, this is so darn frustrating.",negative,,,,,
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,negative,,,,,
I have been awarded my first ever credit card,positive,,,,,
 tts ridiculously sweet of you,positive,,,,,
 so sorry to hear that,negative,,,,,
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,positive,,,,,
says Happy Mother`s Day to all the Moms out there.,positive,,,,,
" Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..",negative,,,,,
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive,,,,,
 it is my honor,positive,,,,,
Man i am being boring today not tweeting  How are you guys?,negative,,,,,
Cut my thumb with the saw in small metals   again...,negative,,,,,
is loving Mortal Combat right now!,positive,,,,,
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,negative,,,,,
Now I`m depressed again..ugh!!! HELP!!!,negative,,,,,
My spellingis awful on twiiter,negative,,,,,
snowbear has finally come out...congrats che and warren,positive,,,,,
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)ï¿½,negative,,,,,
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",positive,,,,,
screw the fact you can`t post LONG updates on twitter,negative,,,,,
**** awake at 2 am !  i hate sickness,negative,,,,,
Inspired to blog about something inspirational. Haha.,positive,,,,,
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",positive,,,,,
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,negative,,,,,
 awwww yur a awesome mother keep up the good work,positive,,,,,
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,negative,,,,,
ayy fml. nothing is perfect,negative,,,,,
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",negative,,,,,
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",positive,,,,,
Listening to Busted - 3AM. I miss them,negative,,,,,
 Great idea,positive,,,,,
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,positive,,,,,
would some one plese suggest me a great thriller movie,positive,,,,,
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,negative,,,,,
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,negative,,,,,
 it is so unfair that all the good rock shows happen only in B`lore and Pune,positive,,,,,
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,positive,,,,,
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",positive,,,,,
Nevermind! Beyonce doesn`t have a Twitter  Haha,positive,,,,,
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,positive,,,,,
" no he sabido nada de ti, this is making me a bit sad I must say!",negative,,,,,
I missed the math trade,negative,,,,,
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,positive,,,,,
_queen like it,positive,,,,,
I am going to die tomorrow night.   should be here.,negative,,,,,
 Nooooo!  Working this weekend,negative,,,,,
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,positive,,,,,
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",negative,,,,,
 I work for Disney...not all it`s cracked up ta be.,negative,,,,,
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,negative,,,,,
 broken  I can`t c it,negative,,,,,
hey guys y did the sun make my day gloomy?,negative,,,,,
texting my friends and being bored...   gosh i hate rain!!,negative,,,,,
 yup its working. they couldn`t recover anything on it though,negative,,,,,
rearry rip. Youd never guess what i ate..,negative,,,,,
  Well I was following you because I think your interesting ... and I was right,positive,,,,,
I`d love too see you were it ,positive,,,,,
_andersen thank you Eric!  glad u appreciate that!,positive,,,,,
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,negative,,,,,
anyone have tickets to the mtv movie awards? some guy scammed me,negative,,,,,
nothing to do this evening.. MISSING LIFESTORY,negative,,,,,
being a computer geek is entertaining.... i think.,positive,,,,,
  I miss you,negative,,,,,
 that`s a good sentence,positive,,,,,
 D: But it is making people unhappy and I dun like unhappiness,negative,,,,,
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,negative,,,,,
studying for this **** econ test,negative,,,,,
 no problem! i think it`s a great thing to reflect on.,positive,,,,,
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,negative,,,,,
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",positive,,,,,
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,positive,,,,,
Sleep....take two....this better work!,positive,,,,,
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",negative,,,,,
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,positive,,,,,
 WOOHOOO very cool see I knew u would get to see her,positive,,,,,
"  Yes,... I blame you all",negative,,,,,
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",negative,,,,,
wishes happy mothers` day to all moms out there.,positive,,,,,
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",positive,,,,,
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",positive,,,,,
_Guy Me neither  But itï¿½s getting better,positive,,,,,
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,positive,,,,,
 I`m not sure about this tweet business  Why are the simple things so difficult?,negative,,,,,
With  walking the streets of Harlem. Home sweet home,positive,,,,,
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,negative,,,,,
Momma martini went food shopping without me!!!!,negative,,,,,
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",negative,,,,,
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,positive,,,,,
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",negative,,,,,
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,negative,,,,,
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,negative,,,,,
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,positive,,,,,
is tired and sad,negative,,,,,
They`re gone.,negative,,,,,
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,positive,,,,,
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,negative,,,,,
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),positive,,,,,
"Won a diamond for my compï¿½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrï¿½al !!",positive,,,,,
 Fighter - Christina Aguilera. LOVE that song,positive,,,,,
 I know it`s against the law... I am a rebel in small things.,positive,,,,,
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",positive,,,,,
 BabyLove em homenagem ao Baby D,positive,,,,,
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,negative,,,,,
 all ur pic it`s so nice  look so cute..oh!!,positive,,,,,
"watching a film, recovering from my operation",positive,,,,,
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,negative,,,,,
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,negative,,,,,
"School is going to be absolutely horrible today. Peace out, `09",negative,,,,,
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,negative,,,,,
 sadface,negative,,,,,
_hand Oops! I completely forgot!,negative,,,,,
dam i missed hollyoaks 2nite!,negative,,,,,
 there`s relisting fees when you don`t complete a sale?  that sucks!,negative,,,,,
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,positive,,,,,
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,negative,,,,,
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,positive,,,,,
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,positive,,,,,
" did you go to uga? If so, I liked you better before I knew! Ha!",positive,,,,,
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,negative,,,,,
I`m feel deflated. Ugh. No more dog.,negative,,,,,
"_grant  Hey Donna, lovely to see you on Twitter.",positive,,,,,
  read something happy?,positive,,,,,
Well that is nice.  Loving the new Friends organiser too.,positive,,,,,
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,positive,,,,,
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,positive,,,,,
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,positive,,,,,
Aaaaaaaa!! I hate **** winshit!!,negative,,,,,
Ugh i hate not having my car!! i miss you my little ford focus!!!,negative,,,,,
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",positive,,,,,
is soo in love with beyonce`s song 'smash into you',positive,,,,,
 that sucks,negative,,,,,
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",positive,,,,,
tweeting from ally court for the last time.... its a sad sad moment,negative,,,,,
_iddon blerrrrrrrrrrgh. im too hot and all sticky,negative,,,,,
i feel very ill. i think im dehydrated,negative,,,,,
I think Steph will enjoy her first Mother`s Day tomorrow.,positive,,,,,
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",positive,,,,,
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,positive,,,,,
 I miss having u as a roommate,negative,,,,,
 jersey weather - and good on you for the charity drive!,positive,,,,,
 ~ I`m sure that would make Mr. Koons very happy,positive,,,,,
Happy Mother`s day VALK!!,positive,,,,,
would like to have a gaming system,positive,,,,,
"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",positive,,,,,
"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",positive,,,,,
Potluck for danielle taking veggie tray. I will miss her,negative,,,,,
"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",negative,,,,,
 my  tix are in limbo....as usual  #UPSsucks,negative,,,,,
 my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,negative,,,,,
Why am I having such a hard time falling asleep,negative,,,,,
"oh kasa, please lose the hair do",negative,,,,,
 hope u did alright on the final,positive,,,,,
"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",positive,,,,,
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,positive,,,,,
is at home with a pukey boy! Poor little baby,negative,,,,,
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,positive,,,,,
 let me know how it goes babe  good luck!,positive,,,,,
" Good morning   Been here since 4am, just quiet.  How are you?",positive,,,,,
Amazing night at the drive in,positive,,,,,
Sam can go shoot her self.,negative,,,,,
Midnight ice-cream weather! So **** bored,negative,,,,,
 guns and roses baby! yay!  was hopin you would blip.fm it,positive,,,,,
I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.,negative,,,,,
Sooo the Children`s Museum was closed for a fund raiser when we got there.  annoying,negative,,,,,
"Free for all... good nite I mean its a good nite, wateva",positive,,,,,
Pulled in all directions and not knowing where to go,negative,,,,,
"Yea, someone is getting the best of me.",negative,,,,,
Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!,positive,,,,,
using yahoo pipes to combine feeds - doable & reliable I guess,positive,,,,,
 that`s odd as it`s on my lap  maybe that`s your cat O: s:,negative,,,,,
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i`m tired already",negative,,,,,
" LOVE the album guys and can`t wait for the official release  Just curious, what top 3 softsynths/DAW were used on it?",positive,,,,,
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,positive,,,,,
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",positive,,,,,
Enjoying the cool breeze at the beach. It helps me relax and unwind.,positive,,,,,
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,positive,,,,,
"i cant believe that its already friday! omg, what had i done?!",negative,,,,,
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,positive,,,,,
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,positive,,,,,
sucks that i don`t have a drawing tablet!,negative,,,,,
Only a month left of high school! Thank God. I am ready for summer,positive,,,,,
#musicmonday Nicest Thing from Kate Nash,positive,,,,,
 lucky e went!  jealous!,negative,,,,,
not looking forward to driving in this storm.,negative,,,,,
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",positive,,,,,
 thanks man!  I appreciate it!  You rock sir.,positive,,,,,
want to see him so badly,negative,,,,,
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,negative,,,,,
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",negative,,,,,
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,positive,,,,,
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",positive,,,,,
my day has been so crappy that i just want to cry.,negative,,,,,
 i have 2 friends going  so jealous,negative,,,,,
Having a cup of tea  I have a cold so it`s tasting really good!,positive,,,,,
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",positive,,,,,
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,negative,,,,,
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,positive,,,,,
 Will have to it`s only across the water and all. Just damned expensive,negative,,,,,
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",negative,,,,,
and so another week begins. this one has got to be better than the last,positive,,,,,
 im following you! im following you! im sorry!  ahhahah i missed you!,negative,,,,,
_bear i like you,positive,,,,,
ugh i need a job but no one is hiring,negative,,,,,
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,negative,,,,,
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,negative,,,,,
I`m suffering from restless legs and butt syndrome.,negative,,,,,
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,positive,,,,,
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,positive,,,,,
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",negative,,,,,
staying home because I`m badass.,positive,,,,,
I want it to be summer. NOW. why is it sprinkling STILL!?!?,negative,,,,,
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,negative,,,,,
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,negative,,,,,
This weekend has been probably the best and there is still another day to go!!,positive,,,,,
 TestFest was weer een groot succes,positive,,,,,
No pool today.   Stupid weather.,negative,,,,,
I meant looking like a tiger - stupid predictive text,negative,,,,,
just finished playing mahjong. I lost $38 to Mag and Weisheng!,negative,,,,,
thanks to  and i`m now on twitter!,positive,,,,,
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,negative,,,,,
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,positive,,,,,
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",negative,,,,,
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],negative,,,,,
ipod died today,negative,,,,,
 is new van a nice one,positive,,,,,
Birthday girl in the house!! Tweet tweet suckas,negative,,,,,
My fingers hurt,negative,,,,,
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,positive,,,,,
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",negative,,,,,
" when u go, LMK. Let`s go together",positive,,,,,
watching my tiny nephew  perfect baby,positive,,,,,
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",positive,,,,,
I gave up on tumblr because the API isn`t pointing to the private account,negative,,,,,
"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",negative,,,,,
 : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,negative,,,,,
 ahaha thats okay and thanks,positive,,,,,
" Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",positive,,,,,
" I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",positive,,,,,
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,negative,,,,,
omfg. one of the worst days ever!,negative,,,,,
i love the dreambears!.. i want a **** best friend!,positive,,,,,
_louise  bless ya... I know that feeling all too well!,positive,,,,,
Working during graduation. What a shame.,negative,,,,,
" ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",positive,,,,,
subway  im going to get subway....  love it! ate it often when i was in new zealand....,positive,,,,,
" or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",positive,,,,,
Watching snl because the love of my life is hosting,positive,,,,,
Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,negative,,,,,
 poor tony  come play scrabble on facebook!,negative,,,,,
"I love these App things, it be hella awesome bro.",positive,,,,,
" Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",positive,,,,,
 I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,positive,,,,,
My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,negative,,,,,
Hello TwitterFon. I`m so glad you`re back,positive,,,,,
 i think you should follow me. as i only have on follower. stalk me please,positive,,,,,
: Awesome. Tell me if its good. I might watch it,positive,,,,,
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",positive,,,,,
Almost ready for new Beta.... until we found a showstopping bug   Please standby.,negative,,,,,
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",negative,,,,,
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",negative,,,,,
Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,negative,,,,,
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,negative,,,,,
 oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,negative,,,,,
Ugh. My feet feel like they`re going to fall off.,negative,,,,,
 Hell yes. I`m too late.,negative,,,,,
 Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,negative,,,,,
" Hi Isla! I hope it does, too.",positive,,,,,
is seriously heartbroken!!!,negative,,,,,
Sticks and stones may break my bones...but words will hurt forever.,negative,,,,,
" Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",negative,,,,,
Oh no!!!!! It`s raining on our Sea World parade  http://yfrog.com/0wvnpj,negative,,,,,
 thanks for the answer  I had been wondering the whole week,positive,,,,,
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,negative,,,,,
 me too! i wish it would just say who has unfollowed,positive,,,,,
@_NyLana_ An! Happy Mother`s Day!,positive,,,,,
Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,positive,,,,,
_preet haha one of the many reasons I love you,positive,,,,,
 Always welcome sweetie! *HUGS*,positive,,,,,
 a bit too early for me and wanting to have nice lunch too... have a good time,positive,,,,,
"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn`t spin too much.",positive,,,,,
wow heather,positive,,,,,
Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,positive,,,,,
  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,positive,,,,,
"_dubbs curse you, igloo dwellers!!",negative,,,,,
 Hahahahahahahaha hope so.. I hope you`ll like it,positive,,,,,
